session_id,user_id,session_date,session_duration_mins,device,plan
SESS001077,USR0069,2024-06-29,15,Mobile,Growth
SESS001078,USR0069,2024-06-04,48,Mobile,Growth
SESS001079,USR0069,2024-05-04,49,Web,Growth
SESS001080,USR0069,2024-06-13,36,Desktop App,Growth
SESS001081,USR0070,2024-06-04,39,Web,Growth
SESS001082,USR0070,2024-06-28,33,Web,Growth
SESS001083,USR0070,2024-06-12,29,Web,Growth
SESS001084,USR0070,2024-06-29,27,Mobile,Growth
SESS001085,USR0070,2024-06-26,39,Mobile,Growth
SESS001086,USR0070,2024-05-19,15,Web,Growth
SESS001087,USR0070,2024-05-13,29,Desktop App,Growth
SESS001088,USR0070,2024-06-27,48,Desktop App,Growth
SESS001089,USR0070,2024-05-05,25,Desktop App,Growth
SESS001090,USR0070,2024-05-21,19,Mobile,Growth
SESS001091,USR0070,2024-05-31,36,Web,Growth
SESS001092,USR0070,2024-06-11,36,Web,Growth
SESS001093,USR0070,2024-05-28,49,Web,Growth
SESS001094,USR0071,2024-06-22,46,Desktop App,Growth
SESS001095,USR0071,2024-04-26,58,Web,Growth
SESS001096,USR0071,2024-05-11,29,Desktop App,Growth
SESS001097,USR0071,2024-05-21,42,Web,Growth
SESS001098,USR0071,2024-06-20,47,Web,Growth
SESS001099,USR0071,2024-05-27,51,Web,Growth
SESS001100,USR0071,2024-05-26,52,Web,Growth
SESS001101,USR0071,2024-05-05,46,Desktop App,Growth
SESS001102,USR0071,2024-05-18,36,Web,Growth
SESS001103,USR0071,2024-05-30,42,Web,Growth
SESS001104,USR0071,2024-04-25,28,Mobile,Growth
SESS001105,USR0071,2024-05-04,26,Web,Growth
SESS001106,USR0071,2024-06-07,44,Mobile,Growth
SESS001107,USR0071,2024-06-03,30,Mobile,Growth
SESS001108,USR0071,2024-05-26,29,Web,Growth
SESS001109,USR0071,2024-06-20,38,Mobile,Growth
SESS001110,USR0071,2024-05-04,18,Web,Growth
SESS001111,USR0071,2024-05-07,21,Mobile,Growth
SESS001112,USR0071,2024-06-29,40,Web,Growth
SESS001113,USR0071,2024-06-29,29,Web,Growth
SESS001114,USR0072,2024-02-28,37,Web,Growth
SESS001115,USR0072,2024-02-15,39,Web,Growth
SESS001116,USR0072,2024-03-07,22,Mobile,Growth
SESS001117,USR0072,2024-02-18,60,Web,Growth
SESS001118,USR0072,2024-06-11,44,Mobile,Growth
SESS001119,USR0072,2024-05-24,29,Web,Growth
SESS001120,USR0072,2024-05-13,54,Web,Growth
SESS001121,USR0072,2024-03-06,21,Web,Growth
SESS001122,USR0072,2024-03-10,15,Web,Growth
SESS001123,USR0072,2024-02-23,16,Web,Growth
SESS001124,USR0072,2024-05-22,23,Web,Growth
SESS001125,USR0072,2024-02-13,52,Web,Growth
SESS001126,USR0072,2024-02-29,24,Desktop App,Growth
SESS001127,USR0072,2024-06-22,41,Mobile,Growth
SESS001128,USR0072,2024-04-16,19,Mobile,Growth
SESS001129,USR0073,2024-04-03,33,Web,Growth
SESS001130,USR0073,2024-06-08,15,Web,Growth
SESS001131,USR0073,2024-05-21,37,Web,Growth
SESS001132,USR0073,2024-03-29,50,Mobile,Growth
SESS001133,USR0073,2024-04-11,54,Mobile,Growth
SESS001134,USR0073,2024-06-04,34,Desktop App,Growth
SESS001135,USR0073,2024-04-20,49,Mobile,Growth
SESS001136,USR0073,2024-05-24,48,Web,Growth
SESS001137,USR0073,2024-03-30,33,Web,Growth
SESS001138,USR0073,2024-03-24,23,Web,Growth
SESS001139,USR0073,2024-06-19,24,Web,Growth
SESS001140,USR0074,2024-05-09,77,Mobile,Enterprise
SESS001141,USR0074,2024-03-04,58,Web,Enterprise
SESS001142,USR0074,2024-06-14,73,Web,Enterprise
SESS001143,USR0074,2024-05-07,66,Mobile,Enterprise
SESS001144,USR0074,2024-05-27,85,Mobile,Enterprise
SESS001145,USR0074,2024-04-03,31,Mobile,Enterprise
SESS001146,USR0074,2024-05-30,80,Web,Enterprise
SESS001147,USR0074,2024-03-15,69,Mobile,Enterprise
SESS001148,USR0074,2024-05-04,40,Web,Enterprise
SESS001149,USR0074,2024-04-09,23,Mobile,Enterprise
SESS001150,USR0074,2024-06-13,46,Desktop App,Enterprise
SESS001151,USR0074,2024-02-28,75,Mobile,Enterprise
SESS001152,USR0074,2024-03-09,29,Web,Enterprise
SESS001153,USR0074,2024-06-03,56,Web,Enterprise
SESS001154,USR0074,2024-05-10,48,Mobile,Enterprise
SESS001155,USR0074,2024-03-25,60,Desktop App,Enterprise
SESS001156,USR0074,2024-03-07,26,Mobile,Enterprise
SESS001157,USR0074,2024-03-05,27,Web,Enterprise
SESS001158,USR0074,2024-03-06,86,Mobile,Enterprise
SESS001159,USR0074,2024-06-21,60,Mobile,Enterprise
SESS001160,USR0074,2024-03-25,21,Web,Enterprise
SESS001161,USR0074,2024-03-23,73,Web,Enterprise
SESS001162,USR0074,2024-05-28,43,Web,Enterprise
SESS001163,USR0074,2024-06-23,78,Desktop App,Enterprise
SESS001164,USR0074,2024-03-04,21,Desktop App,Enterprise
SESS001165,USR0074,2024-03-14,30,Desktop App,Enterprise
SESS001166,USR0074,2024-06-29,42,Desktop App,Enterprise
SESS001167,USR0074,2024-04-13,69,Mobile,Enterprise
SESS001168,USR0074,2024-05-07,53,Web,Enterprise
SESS001169,USR0074,2024-03-25,29,Mobile,Enterprise
SESS001170,USR0074,2024-05-18,30,Web,Enterprise
SESS001171,USR0074,2024-03-02,24,Web,Enterprise
SESS001172,USR0074,2024-05-11,52,Web,Enterprise
SESS001173,USR0074,2024-06-08,23,Desktop App,Enterprise
SESS001174,USR0074,2024-06-06,82,Web,Enterprise
SESS001175,USR0075,2024-05-26,36,Mobile,Growth
SESS001176,USR0075,2024-04-23,42,Mobile,Growth
SESS001177,USR0075,2024-05-12,59,Mobile,Growth
SESS001178,USR0075,2024-06-02,52,Mobile,Growth
SESS001179,USR0075,2024-04-20,31,Mobile,Growth
SESS001180,USR0075,2024-05-29,33,Web,Growth
SESS001181,USR0075,2024-06-19,58,Web,Growth
SESS001182,USR0075,2024-05-24,46,Web,Growth
SESS001183,USR0075,2024-04-25,53,Web,Growth
SESS001184,USR0075,2024-06-03,21,Mobile,Growth
SESS001185,USR0075,2024-06-17,25,Desktop App,Growth
SESS001186,USR0075,2024-05-05,52,Web,Growth
SESS001187,USR0075,2024-06-15,30,Web,Growth
SESS001188,USR0075,2024-05-10,39,Desktop App,Growth
SESS001189,USR0075,2024-06-24,42,Web,Growth
SESS001190,USR0075,2024-03-18,23,Web,Growth
SESS001191,USR0075,2024-04-19,27,Mobile,Growth
SESS001192,USR0075,2024-06-03,20,Web,Growth
SESS001193,USR0075,2024-06-06,57,Web,Growth
SESS001194,USR0075,2024-06-07,48,Desktop App,Growth
SESS001195,USR0075,2024-06-09,20,Mobile,Growth
SESS001196,USR0075,2024-03-30,29,Web,Growth
SESS001197,USR0075,2024-06-01,56,Web,Growth
SESS001198,USR0075,2024-04-20,57,Desktop App,Growth
SESS001199,USR0075,2024-04-08,50,Web,Growth
SESS001200,USR0075,2024-03-30,37,Desktop App,Growth
SESS001201,USR0075,2024-06-07,43,Mobile,Growth
SESS001202,USR0075,2024-03-24,50,Web,Growth
SESS001203,USR0075,2024-05-18,27,Web,Growth
SESS001204,USR0075,2024-06-08,25,Mobile,Growth
SESS001205,USR0075,2024-06-15,36,Web,Growth
SESS001206,USR0075,2024-05-05,60,Desktop App,Growth
SESS001207,USR0075,2024-03-23,50,Web,Growth
SESS001208,USR0076,2024-05-21,48,Web,Enterprise
SESS001209,USR0076,2024-03-01,66,Web,Enterprise
SESS001210,USR0076,2024-06-01,63,Web,Enterprise
SESS001211,USR0076,2024-02-22,32,Mobile,Enterprise
SESS001212,USR0076,2024-04-16,21,Web,Enterprise
SESS001213,USR0076,2024-06-23,39,Web,Enterprise
SESS001214,USR0076,2024-06-11,75,Web,Enterprise
SESS001215,USR0076,2024-01-28,66,Web,Enterprise
SESS001216,USR0076,2024-05-28,71,Web,Enterprise
SESS001217,USR0076,2024-02-22,25,Web,Enterprise
SESS001218,USR0076,2024-03-02,25,Desktop App,Enterprise
SESS001219,USR0076,2024-05-12,33,Mobile,Enterprise
SESS001220,USR0076,2024-04-08,50,Desktop App,Enterprise
SESS001221,USR0076,2024-03-12,88,Desktop App,Enterprise
SESS001222,USR0076,2024-02-22,75,Mobile,Enterprise
SESS001223,USR0076,2024-05-30,72,Web,Enterprise
SESS001224,USR0076,2024-06-19,31,Mobile,Enterprise
SESS001225,USR0076,2024-03-09,47,Desktop App,Enterprise
SESS001226,USR0076,2024-02-03,31,Desktop App,Enterprise
SESS001227,USR0076,2024-05-05,25,Web,Enterprise
SESS001228,USR0076,2024-03-22,37,Mobile,Enterprise
SESS001229,USR0076,2024-04-10,39,Web,Enterprise
SESS001230,USR0076,2024-03-27,30,Web,Enterprise
SESS001231,USR0076,2024-02-03,48,Desktop App,Enterprise
SESS001232,USR0076,2024-06-12,51,Web,Enterprise
SESS001233,USR0076,2024-03-29,41,Web,Enterprise
SESS001234,USR0076,2024-06-24,62,Web,Enterprise
SESS001235,USR0076,2024-06-10,72,Desktop App,Enterprise
SESS001236,USR0076,2024-03-25,31,Web,Enterprise
SESS001237,USR0076,2024-03-25,61,Web,Enterprise
SESS001238,USR0076,2024-03-26,80,Web,Enterprise
SESS001239,USR0076,2024-01-31,78,Mobile,Enterprise
SESS001240,USR0077,2024-06-09,19,Mobile,Starter
SESS001241,USR0077,2024-06-07,16,Desktop App,Starter
SESS001242,USR0077,2024-06-11,15,Web,Starter
SESS001243,USR0077,2024-06-16,34,Mobile,Starter
SESS001244,USR0077,2024-06-03,24,Mobile,Starter
SESS001245,USR0077,2024-06-17,44,Mobile,Starter
SESS001246,USR0077,2024-06-11,12,Web,Starter
SESS001247,USR0077,2024-06-14,21,Desktop App,Starter
SESS001248,USR0077,2024-06-10,21,Web,Starter
SESS001249,USR0077,2024-06-13,10,Web,Starter
SESS001250,USR0077,2024-06-15,17,Web,Starter
SESS001251,USR0077,2024-06-05,36,Desktop App,Starter
SESS001252,USR0077,2024-06-09,34,Desktop App,Starter
SESS001253,USR0077,2024-06-10,40,Web,Starter
SESS001254,USR0078,2024-04-17,37,Mobile,Growth
SESS001255,USR0078,2024-05-01,35,Web,Growth
SESS001256,USR0078,2024-04-20,15,Mobile,Growth
SESS001257,USR0078,2024-03-08,53,Web,Growth
SESS001258,USR0078,2024-05-28,60,Web,Growth
SESS001259,USR0078,2024-06-26,43,Desktop App,Growth
SESS001260,USR0078,2024-02-07,23,Web,Growth
SESS001261,USR0078,2024-06-26,48,Desktop App,Growth
SESS001262,USR0078,2024-03-07,52,Desktop App,Growth
SESS001263,USR0078,2024-02-18,31,Web,Growth
SESS001264,USR0078,2024-05-06,60,Desktop App,Growth
SESS001265,USR0079,2024-05-19,27,Web,Starter
SESS001266,USR0079,2024-04-16,35,Mobile,Starter
SESS001267,USR0079,2024-06-01,36,Web,Starter
SESS001268,USR0079,2024-06-20,34,Web,Starter
SESS001269,USR0079,2024-04-21,20,Web,Starter
SESS001270,USR0079,2024-06-25,31,Web,Starter
SESS001271,USR0079,2024-04-14,14,Web,Starter
SESS001272,USR0079,2024-05-20,42,Desktop App,Starter
SESS001273,USR0079,2024-04-28,20,Mobile,Starter
SESS001274,USR0080,2024-02-26,9,Web,Trial
SESS001275,USR0080,2024-02-04,11,Web,Trial
SESS001276,USR0080,2024-01-22,7,Mobile,Trial
SESS001277,USR0080,2024-02-26,20,Mobile,Trial
SESS001278,USR0081,2024-06-07,37,Mobile,Starter
SESS001279,USR0081,2024-06-12,45,Web,Starter
SESS001280,USR0081,2024-06-27,44,Mobile,Starter
SESS001281,USR0081,2024-06-23,25,Web,Starter
SESS001282,USR0081,2024-06-09,37,Web,Starter
SESS001283,USR0081,2024-06-19,41,Mobile,Starter
SESS001284,USR0081,2024-06-07,33,Desktop App,Starter
SESS001285,USR0081,2024-06-10,24,Mobile,Starter
SESS001286,USR0081,2024-06-26,44,Web,Starter
SESS001287,USR0081,2024-06-30,31,Web,Starter
SESS001288,USR0081,2024-05-27,12,Web,Starter
SESS001289,USR0081,2024-06-08,27,Desktop App,Starter
SESS001290,USR0081,2024-06-28,29,Web,Starter
SESS001291,USR0082,2024-05-30,12,Web,Trial
SESS001292,USR0082,2024-05-30,20,Mobile,Trial
SESS001293,USR0083,2024-06-13,29,Mobile,Starter
SESS001294,USR0083,2024-05-08,30,Desktop App,Starter
SESS001295,USR0083,2024-06-02,41,Web,Starter
SESS001296,USR0083,2024-04-11,44,Mobile,Starter
SESS001297,USR0083,2024-06-14,18,Web,Starter
SESS001298,USR0083,2024-05-13,22,Mobile,Starter
SESS001299,USR0083,2024-05-09,35,Mobile,Starter
SESS001300,USR0084,2024-06-11,43,Mobile,Enterprise
SESS001301,USR0084,2024-06-09,47,Web,Enterprise
SESS001302,USR0084,2024-06-03,55,Web,Enterprise
SESS001303,USR0084,2024-06-07,44,Desktop App,Enterprise
SESS001304,USR0084,2024-05-24,28,Mobile,Enterprise
SESS001305,USR0084,2024-06-29,33,Desktop App,Enterprise
SESS001306,USR0084,2024-05-27,79,Web,Enterprise
SESS001307,USR0084,2024-06-09,72,Mobile,Enterprise
SESS001308,USR0084,2024-05-30,62,Web,Enterprise
SESS001309,USR0084,2024-06-11,59,Web,Enterprise
SESS001310,USR0084,2024-06-10,76,Web,Enterprise
SESS001311,USR0084,2024-05-31,66,Web,Enterprise
SESS001312,USR0084,2024-05-30,62,Mobile,Enterprise
SESS001313,USR0084,2024-06-02,44,Mobile,Enterprise
SESS001314,USR0084,2024-06-10,25,Mobile,Enterprise
SESS001315,USR0084,2024-06-17,59,Mobile,Enterprise
SESS001316,USR0084,2024-05-25,89,Web,Enterprise
SESS001317,USR0084,2024-06-19,89,Web,Enterprise
SESS001318,USR0084,2024-06-15,72,Web,Enterprise
SESS001319,USR0084,2024-06-24,22,Web,Enterprise
SESS001320,USR0084,2024-06-06,73,Mobile,Enterprise
SESS001321,USR0084,2024-06-20,25,Mobile,Enterprise
SESS001322,USR0085,2024-06-28,31,Mobile,Starter
SESS001323,USR0085,2024-06-26,31,Web,Starter
SESS001324,USR0085,2024-06-28,12,Web,Starter
SESS001325,USR0085,2024-07-13,31,Web,Starter
SESS001326,USR0085,2024-07-14,19,Desktop App,Starter
SESS001327,USR0085,2024-07-03,25,Web,Starter
SESS001328,USR0085,2024-07-02,26,Web,Starter
SESS001329,USR0085,2024-06-28,27,Web,Starter
SESS001330,USR0085,2024-07-02,25,Mobile,Starter
SESS001331,USR0085,2024-06-28,42,Web,Starter
SESS001332,USR0085,2024-07-01,43,Web,Starter
SESS001333,USR0085,2024-07-05,13,Web,Starter
SESS001334,USR0085,2024-07-04,45,Web,Starter
SESS001335,USR0085,2024-06-29,18,Web,Starter
SESS001336,USR0085,2024-07-01,30,Web,Starter
SESS001337,USR0085,2024-07-11,34,Web,Starter
SESS001338,USR0085,2024-07-09,23,Web,Starter
SESS001339,USR0085,2024-07-09,20,Web,Starter
SESS001340,USR0085,2024-07-09,35,Web,Starter
SESS001341,USR0085,2024-07-07,12,Web,Starter
SESS001342,USR0086,2024-05-05,43,Web,Starter
SESS001343,USR0086,2024-03-19,18,Mobile,Starter
SESS001344,USR0086,2024-05-10,41,Web,Starter
SESS001345,USR0086,2024-03-29,27,Web,Starter
SESS001346,USR0086,2024-03-18,17,Mobile,Starter
SESS001347,USR0086,2024-04-18,28,Web,Starter
SESS001348,USR0086,2024-03-23,34,Web,Starter
SESS001349,USR0086,2024-06-01,39,Web,Starter
SESS001350,USR0086,2024-03-17,40,Web,Starter
SESS001351,USR0086,2024-05-17,40,Mobile,Starter
SESS001352,USR0086,2024-06-09,30,Web,Starter
SESS001353,USR0086,2024-03-11,29,Mobile,Starter
SESS001354,USR0086,2024-04-04,29,Desktop App,Starter
SESS001355,USR0087,2024-02-21,50,Mobile,Growth
SESS001356,USR0087,2024-03-02,27,Web,Growth
SESS001357,USR0087,2024-02-10,51,Mobile,Growth
SESS001358,USR0087,2024-02-15,26,Desktop App,Growth
SESS001359,USR0087,2024-01-07,49,Desktop App,Growth
SESS001360,USR0087,2024-02-05,35,Web,Growth
SESS001361,USR0087,2024-02-05,22,Web,Growth
SESS001362,USR0087,2024-01-26,56,Mobile,Growth
SESS001363,USR0087,2024-02-28,27,Desktop App,Growth
SESS001364,USR0087,2024-02-09,40,Web,Growth
SESS001365,USR0087,2024-01-18,24,Mobile,Growth
SESS001366,USR0087,2024-01-17,60,Web,Growth
SESS001367,USR0087,2024-02-14,30,Web,Growth
SESS001368,USR0088,2024-04-08,60,Mobile,Growth
SESS001369,USR0088,2024-06-03,58,Desktop App,Growth
SESS001370,USR0088,2024-05-19,41,Mobile,Growth
SESS001371,USR0088,2024-06-30,35,Mobile,Growth
SESS001372,USR0088,2024-06-11,56,Mobile,Growth
SESS001373,USR0088,2024-05-18,44,Web,Growth
SESS001374,USR0088,2024-03-30,15,Desktop App,Growth
SESS001375,USR0088,2024-02-24,43,Desktop App,Growth
SESS001376,USR0088,2024-05-18,46,Web,Growth
SESS001377,USR0088,2024-02-28,42,Web,Growth
SESS001378,USR0088,2024-03-06,20,Web,Growth
SESS001379,USR0088,2024-04-28,45,Web,Growth
SESS001380,USR0088,2024-04-19,42,Web,Growth
SESS001381,USR0088,2024-03-02,28,Web,Growth
SESS001382,USR0088,2024-04-02,59,Desktop App,Growth
SESS001383,USR0088,2024-06-24,30,Mobile,Growth
SESS001384,USR0088,2024-06-15,33,Desktop App,Growth
SESS001385,USR0088,2024-05-15,25,Mobile,Growth
SESS001386,USR0088,2024-05-19,20,Web,Growth
SESS001387,USR0088,2024-06-30,21,Web,Growth
SESS001388,USR0088,2024-06-08,21,Web,Growth
SESS001389,USR0088,2024-03-24,54,Web,Growth
SESS001390,USR0088,2024-05-08,33,Web,Growth
SESS001391,USR0088,2024-03-13,34,Web,Growth
SESS001392,USR0088,2024-05-11,51,Desktop App,Growth
SESS001393,USR0088,2024-04-06,34,Mobile,Growth
SESS001394,USR0088,2024-04-02,25,Desktop App,Growth
SESS001395,USR0088,2024-02-25,54,Desktop App,Growth
SESS001396,USR0089,2024-06-29,50,Mobile,Growth
SESS001397,USR0089,2024-06-29,50,Web,Growth
SESS001398,USR0089,2024-06-29,58,Desktop App,Growth
SESS001399,USR0089,2024-06-29,15,Desktop App,Growth
SESS001400,USR0089,2024-06-29,27,Web,Growth
SESS001401,USR0089,2024-06-29,36,Mobile,Growth
SESS001402,USR0089,2024-06-30,56,Web,Growth
SESS001403,USR0089,2024-06-29,39,Web,Growth
SESS001404,USR0089,2024-06-30,43,Desktop App,Growth
SESS001405,USR0089,2024-06-29,55,Web,Growth
SESS001406,USR0089,2024-06-30,42,Web,Growth
SESS001407,USR0089,2024-06-29,49,Web,Growth
SESS001408,USR0089,2024-06-29,50,Mobile,Growth
SESS001409,USR0089,2024-06-29,45,Mobile,Growth
SESS001410,USR0089,2024-06-30,29,Web,Growth
SESS001411,USR0089,2024-06-29,25,Web,Growth
SESS001412,USR0089,2024-06-30,20,Mobile,Growth
SESS001413,USR0090,2024-02-04,58,Web,Enterprise
SESS001414,USR0090,2024-02-14,59,Mobile,Enterprise
SESS001415,USR0090,2024-03-14,52,Web,Enterprise
SESS001416,USR0090,2024-03-09,42,Web,Enterprise
SESS001417,USR0090,2024-02-17,69,Web,Enterprise
SESS001418,USR0090,2024-04-24,56,Desktop App,Enterprise
SESS001419,USR0090,2024-03-11,77,Desktop App,Enterprise
SESS001420,USR0090,2024-05-03,54,Web,Enterprise
SESS001421,USR0090,2024-02-06,55,Desktop App,Enterprise
SESS001422,USR0090,2024-03-11,40,Mobile,Enterprise
SESS001423,USR0090,2024-05-11,69,Mobile,Enterprise
SESS001424,USR0090,2024-05-02,63,Mobile,Enterprise
SESS001425,USR0090,2024-03-22,70,Web,Enterprise
SESS001426,USR0090,2024-02-24,27,Web,Enterprise
SESS001427,USR0090,2024-02-16,53,Mobile,Enterprise
SESS001428,USR0090,2024-05-10,89,Desktop App,Enterprise
SESS001429,USR0090,2024-05-10,79,Mobile,Enterprise
SESS001430,USR0090,2024-02-28,26,Web,Enterprise
SESS001431,USR0090,2024-05-05,85,Desktop App,Enterprise
SESS001432,USR0090,2024-02-27,50,Desktop App,Enterprise
SESS001433,USR0090,2024-02-20,54,Desktop App,Enterprise
SESS001434,USR0090,2024-04-19,55,Web,Enterprise
SESS001435,USR0090,2024-02-15,38,Web,Enterprise
SESS001436,USR0090,2024-02-05,40,Web,Enterprise
SESS001437,USR0090,2024-04-07,25,Mobile,Enterprise
SESS001438,USR0090,2024-02-12,73,Mobile,Enterprise
SESS001439,USR0090,2024-03-17,60,Mobile,Enterprise
SESS001440,USR0090,2024-04-16,33,Desktop App,Enterprise
SESS001441,USR0090,2024-05-13,33,Web,Enterprise
SESS001442,USR0090,2024-02-29,87,Web,Enterprise
SESS001443,USR0090,2024-03-03,28,Mobile,Enterprise
SESS001444,USR0090,2024-03-14,65,Web,Enterprise
SESS001445,USR0090,2024-04-02,32,Desktop App,Enterprise
SESS001446,USR0090,2024-02-24,50,Web,Enterprise
SESS001447,USR0090,2024-04-29,35,Web,Enterprise
SESS001448,USR0090,2024-03-22,64,Desktop App,Enterprise
SESS001449,USR0090,2024-03-03,70,Web,Enterprise
SESS001450,USR0090,2024-04-03,49,Web,Enterprise
SESS001451,USR0090,2024-04-22,73,Web,Enterprise
SESS001452,USR0090,2024-05-05,85,Web,Enterprise
SESS001453,USR0090,2024-04-30,49,Desktop App,Enterprise
SESS001454,USR0090,2024-05-11,73,Web,Enterprise
SESS001455,USR0090,2024-05-12,47,Web,Enterprise
SESS001456,USR0090,2024-03-15,53,Web,Enterprise
SESS001457,USR0090,2024-03-15,76,Web,Enterprise
SESS001458,USR0090,2024-02-14,46,Web,Enterprise
SESS001459,USR0090,2024-02-06,69,Mobile,Enterprise
SESS001460,USR0090,2024-05-06,56,Web,Enterprise
SESS001461,USR0090,2024-04-02,66,Web,Enterprise
SESS001462,USR0090,2024-03-17,57,Web,Enterprise
SESS001463,USR0090,2024-02-15,24,Web,Enterprise
SESS001464,USR0090,2024-02-23,77,Web,Enterprise
SESS001465,USR0090,2024-03-16,90,Web,Enterprise
SESS001466,USR0091,2024-04-21,19,Web,Growth
SESS001467,USR0091,2024-06-14,50,Mobile,Growth
SESS001468,USR0091,2024-05-02,54,Web,Growth
SESS001469,USR0091,2024-04-14,15,Mobile,Growth
SESS001470,USR0091,2024-06-02,34,Web,Growth
SESS001471,USR0091,2024-05-21,52,Web,Growth
SESS001472,USR0091,2024-03-15,40,Web,Growth
SESS001473,USR0091,2024-05-16,50,Web,Growth
SESS001474,USR0091,2024-04-10,15,Web,Growth
SESS001475,USR0091,2024-06-20,16,Mobile,Growth
SESS001476,USR0091,2024-02-27,41,Desktop App,Growth
SESS001477,USR0091,2024-05-17,55,Mobile,Growth
SESS001478,USR0091,2024-06-25,39,Web,Growth
SESS001479,USR0091,2024-03-19,23,Web,Growth
SESS001480,USR0092,2024-05-18,15,Desktop App,Trial
SESS001481,USR0092,2024-06-24,21,Desktop App,Trial
SESS001482,USR0093,2024-05-15,11,Web,Trial
SESS001483,USR0093,2024-03-02,14,Web,Trial
SESS001484,USR0093,2024-05-16,12,Mobile,Trial
SESS001485,USR0093,2024-05-19,14,Mobile,Trial
SESS001486,USR0093,2024-06-03,17,Web,Trial
SESS001487,USR0093,2024-02-19,19,Mobile,Trial
SESS001488,USR0093,2024-06-25,8,Mobile,Trial
SESS001489,USR0094,2024-03-06,48,Desktop App,Growth
SESS001490,USR0094,2024-03-04,47,Desktop App,Growth
SESS001491,USR0094,2024-04-26,24,Web,Growth
SESS001492,USR0094,2024-06-27,45,Web,Growth
SESS001493,USR0094,2024-06-24,30,Web,Growth
SESS001494,USR0094,2024-04-02,48,Web,Growth
SESS001495,USR0094,2024-05-29,40,Mobile,Growth
SESS001496,USR0094,2024-04-01,36,Web,Growth
SESS001497,USR0094,2024-06-25,16,Mobile,Growth
SESS001498,USR0094,2024-03-19,49,Mobile,Growth
SESS001499,USR0094,2024-06-06,55,Web,Growth
SESS001500,USR0094,2024-06-30,41,Web,Growth
SESS001501,USR0094,2024-04-28,49,Mobile,Growth
SESS001502,USR0094,2024-06-03,33,Web,Growth
SESS001503,USR0094,2024-06-28,16,Web,Growth
SESS001504,USR0094,2024-06-03,24,Web,Growth
SESS001505,USR0094,2024-05-03,40,Web,Growth
SESS001506,USR0095,2024-06-30,12,Web,Starter
SESS001507,USR0095,2024-06-30,36,Mobile,Starter
SESS001508,USR0095,2024-07-01,41,Web,Starter
SESS001509,USR0095,2024-07-01,22,Web,Starter
SESS001510,USR0095,2024-06-30,26,Web,Starter
SESS001511,USR0096,2024-04-20,30,Web,Starter
SESS001512,USR0096,2024-04-19,31,Web,Starter
SESS001513,USR0096,2024-05-24,37,Desktop App,Starter
SESS001514,USR0096,2024-04-23,41,Mobile,Starter
SESS001515,USR0096,2024-05-18,45,Desktop App,Starter
SESS001516,USR0096,2024-05-11,41,Web,Starter
SESS001517,USR0096,2024-05-10,32,Desktop App,Starter
SESS001518,USR0096,2024-06-03,26,Mobile,Starter
SESS001519,USR0096,2024-05-03,23,Web,Starter
SESS001520,USR0096,2024-06-21,20,Web,Starter
SESS001521,USR0096,2024-06-25,34,Desktop App,Starter
SESS001522,USR0096,2024-05-03,10,Web,Starter
SESS001523,USR0096,2024-05-25,15,Web,Starter
SESS001524,USR0097,2024-06-15,15,Web,Starter
SESS001525,USR0097,2024-06-27,43,Mobile,Starter
SESS001526,USR0097,2024-06-20,13,Mobile,Starter
SESS001527,USR0097,2024-06-22,24,Web,Starter
SESS001528,USR0097,2024-06-13,10,Web,Starter
SESS001529,USR0097,2024-06-11,13,Mobile,Starter
SESS001530,USR0097,2024-06-13,24,Mobile,Starter
SESS001531,USR0097,2024-06-10,42,Mobile,Starter
SESS001532,USR0098,2024-05-14,23,Web,Enterprise
SESS001533,USR0098,2024-05-15,30,Web,Enterprise
SESS001534,USR0098,2024-06-08,72,Web,Enterprise
SESS001535,USR0098,2024-05-25,41,Web,Enterprise
SESS001536,USR0098,2024-06-11,59,Mobile,Enterprise
SESS001537,USR0098,2024-05-14,74,Web,Enterprise
SESS001538,USR0098,2024-06-06,40,Web,Enterprise
SESS001539,USR0098,2024-06-12,47,Web,Enterprise
SESS001540,USR0098,2024-06-09,30,Mobile,Enterprise
SESS001541,USR0098,2024-06-04,86,Web,Enterprise
SESS001542,USR0098,2024-05-20,68,Desktop App,Enterprise
SESS001543,USR0098,2024-06-12,24,Desktop App,Enterprise
SESS001544,USR0098,2024-05-23,90,Mobile,Enterprise
SESS001545,USR0098,2024-06-10,71,Web,Enterprise
SESS001546,USR0098,2024-05-18,34,Mobile,Enterprise
SESS001547,USR0098,2024-05-24,83,Web,Enterprise
SESS001548,USR0098,2024-06-16,46,Web,Enterprise
SESS001549,USR0098,2024-06-02,27,Web,Enterprise
SESS001550,USR0098,2024-06-17,48,Mobile,Enterprise
SESS001551,USR0098,2024-06-12,74,Desktop App,Enterprise
SESS001552,USR0098,2024-05-25,70,Web,Enterprise
SESS001553,USR0098,2024-06-05,49,Mobile,Enterprise
SESS001554,USR0098,2024-05-29,45,Web,Enterprise
SESS001555,USR0098,2024-06-09,78,Web,Enterprise
SESS001556,USR0098,2024-05-31,57,Web,Enterprise
SESS001557,USR0098,2024-05-31,61,Desktop App,Enterprise
SESS001558,USR0098,2024-06-15,21,Mobile,Enterprise
SESS001559,USR0098,2024-05-20,60,Web,Enterprise
SESS001560,USR0098,2024-06-01,72,Web,Enterprise
SESS001561,USR0098,2024-05-24,44,Mobile,Enterprise
