usage_id,user_id,feature_name,usage_date,usage_count,plan
FU001616,USR0104,Integrations,2024-05-07,5,Starter
FU001617,USR0104,Kanban Board,2024-06-02,2,Starter
FU001618,USR0104,Kanban Board,2024-05-26,14,Starter
FU001619,USR0105,Task Management,2024-05-23,3,Trial
FU001620,USR0105,Task Management,2024-04-10,8,Trial
FU001621,USR0105,Task Management,2024-06-23,14,Trial
FU001622,USR0105,Task Management,2024-03-15,1,Trial
FU001623,USR0105,Team Chat,2024-05-17,3,Trial
FU001624,USR0105,Team Chat,2024-03-31,10,Trial
FU001625,USR0105,Team Chat,2024-06-08,6,Trial
FU001626,USR0105,Kanban Board,2024-06-16,6,Trial
FU001627,USR0105,Kanban Board,2024-05-01,8,Trial
FU001628,USR0105,Kanban Board,2024-05-26,1,Trial
FU001629,USR0105,Kanban Board,2024-06-18,7,Trial
FU001630,USR0105,Kanban Board,2024-04-17,4,Trial
FU001631,USR0106,Task Management,2024-02-22,13,Enterprise
FU001632,USR0106,Task Management,2024-04-12,14,Enterprise
FU001633,USR0106,Task Management,2024-05-27,11,Enterprise
FU001634,USR0106,Team Chat,2024-04-30,8,Enterprise
FU001635,USR0106,File Sharing,2024-05-30,7,Enterprise
FU001636,USR0106,Time Tracking,2024-04-20,13,Enterprise
FU001637,USR0106,Time Tracking,2024-06-29,3,Enterprise
FU001638,USR0106,Time Tracking,2024-05-05,12,Enterprise
FU001639,USR0106,Time Tracking,2024-02-08,15,Enterprise
FU001640,USR0106,Time Tracking,2024-02-05,4,Enterprise
FU001641,USR0106,Reporting & Analytics,2024-02-22,1,Enterprise
FU001642,USR0106,Reporting & Analytics,2024-01-31,15,Enterprise
FU001643,USR0106,Integrations,2024-03-30,8,Enterprise
FU001644,USR0106,Integrations,2024-05-25,7,Enterprise
FU001645,USR0106,Integrations,2024-05-17,9,Enterprise
FU001646,USR0106,Integrations,2024-03-01,3,Enterprise
FU001647,USR0106,Kanban Board,2024-06-24,9,Enterprise
FU001648,USR0106,Kanban Board,2024-02-02,8,Enterprise
FU001649,USR0106,Kanban Board,2024-05-31,11,Enterprise
FU001650,USR0107,Task Management,2024-06-29,4,Trial
FU001651,USR0107,Task Management,2024-04-02,14,Trial
FU001652,USR0107,Task Management,2024-04-09,9,Trial
FU001653,USR0107,Team Chat,2024-05-26,2,Trial
FU001654,USR0107,Team Chat,2024-05-05,3,Trial
FU001655,USR0107,Team Chat,2024-05-21,12,Trial
FU001656,USR0107,Team Chat,2024-06-22,13,Trial
FU001657,USR0107,Team Chat,2024-05-14,14,Trial
FU001658,USR0107,Kanban Board,2024-04-30,15,Trial
FU001659,USR0107,Kanban Board,2024-06-09,4,Trial
FU001660,USR0107,Kanban Board,2024-03-30,7,Trial
FU001661,USR0107,Kanban Board,2024-05-07,13,Trial
FU001662,USR0108,Task Management,2024-03-25,10,Enterprise
FU001663,USR0108,Team Chat,2024-03-08,14,Enterprise
FU001664,USR0108,Team Chat,2024-03-24,2,Enterprise
FU001665,USR0108,Team Chat,2024-06-07,5,Enterprise
FU001666,USR0108,Team Chat,2024-03-17,11,Enterprise
FU001667,USR0108,Team Chat,2024-05-25,11,Enterprise
FU001668,USR0108,File Sharing,2024-06-17,8,Enterprise
FU001669,USR0108,Time Tracking,2024-05-31,4,Enterprise
FU001670,USR0108,Time Tracking,2024-05-23,13,Enterprise
FU001671,USR0108,Time Tracking,2024-04-26,2,Enterprise
FU001672,USR0108,Time Tracking,2024-06-13,14,Enterprise
FU001673,USR0108,Reporting & Analytics,2024-04-07,6,Enterprise
FU001674,USR0108,Reporting & Analytics,2024-03-28,14,Enterprise
FU001675,USR0108,Reporting & Analytics,2024-05-10,11,Enterprise
FU001676,USR0108,Integrations,2024-03-31,9,Enterprise
FU001677,USR0108,Integrations,2024-02-26,6,Enterprise
FU001678,USR0108,Integrations,2024-06-20,14,Enterprise
FU001679,USR0108,Calendar View,2024-06-23,12,Enterprise
FU001680,USR0108,Calendar View,2024-05-31,5,Enterprise
FU001681,USR0108,Kanban Board,2024-05-13,9,Enterprise
FU001682,USR0109,Task Management,2024-06-19,4,Growth
FU001683,USR0109,Task Management,2024-03-07,4,Growth
FU001684,USR0109,Team Chat,2024-06-25,6,Growth
FU001685,USR0109,Team Chat,2024-06-29,6,Growth
FU001686,USR0109,Team Chat,2024-03-29,4,Growth
FU001687,USR0109,File Sharing,2024-04-07,3,Growth
FU001688,USR0109,File Sharing,2024-03-06,3,Growth
FU001689,USR0109,File Sharing,2024-06-18,11,Growth
FU001690,USR0109,Calendar View,2024-04-16,6,Growth
FU001691,USR0109,Calendar View,2024-06-26,1,Growth
FU001692,USR0109,Calendar View,2024-02-25,2,Growth
FU001693,USR0109,Calendar View,2024-05-30,14,Growth
FU001694,USR0109,Calendar View,2024-05-31,2,Growth
FU001695,USR0109,Kanban Board,2024-05-23,4,Growth
FU001696,USR0109,Kanban Board,2024-03-20,11,Growth
FU001697,USR0109,Kanban Board,2024-02-07,14,Growth
FU001698,USR0109,Kanban Board,2024-05-25,2,Growth
FU001699,USR0110,Task Management,2024-06-23,9,Trial
FU001700,USR0110,Task Management,2024-06-27,12,Trial
FU001701,USR0110,Team Chat,2024-06-21,7,Trial
FU001702,USR0110,Team Chat,2024-06-26,12,Trial
FU001703,USR0110,Team Chat,2024-06-25,15,Trial
FU001704,USR0110,File Sharing,2024-06-23,14,Trial
FU001705,USR0110,File Sharing,2024-06-25,3,Trial
FU001706,USR0110,File Sharing,2024-06-25,15,Trial
FU001707,USR0110,Calendar View,2024-06-21,11,Trial
FU001708,USR0110,Calendar View,2024-06-24,4,Trial
FU001709,USR0110,Calendar View,2024-06-27,11,Trial
FU001710,USR0110,Calendar View,2024-06-24,14,Trial
FU001711,USR0110,Calendar View,2024-06-22,12,Trial
FU001712,USR0111,Task Management,2024-06-01,15,Starter
FU001713,USR0111,Reporting & Analytics,2024-04-05,15,Starter
FU001714,USR0111,Reporting & Analytics,2024-06-22,10,Starter
FU001715,USR0111,Calendar View,2024-06-28,15,Starter
FU001716,USR0111,Calendar View,2024-05-11,5,Starter
FU001717,USR0111,Calendar View,2024-03-22,5,Starter
FU001718,USR0111,Calendar View,2024-06-24,13,Starter
FU001719,USR0111,Calendar View,2024-04-03,8,Starter
FU001720,USR0111,Kanban Board,2024-03-23,1,Starter
FU001721,USR0111,Kanban Board,2024-05-07,5,Starter
FU001722,USR0111,Kanban Board,2024-03-29,14,Starter
FU001723,USR0111,Kanban Board,2024-06-11,14,Starter
FU001724,USR0112,Task Management,2024-05-24,2,Trial
FU001725,USR0112,Task Management,2024-04-23,4,Trial
FU001726,USR0112,Task Management,2024-04-21,11,Trial
FU001727,USR0112,Task Management,2024-03-06,9,Trial
FU001728,USR0112,Task Management,2024-03-24,15,Trial
FU001729,USR0112,Team Chat,2024-03-21,9,Trial
FU001730,USR0112,Team Chat,2024-06-06,9,Trial
FU001731,USR0112,Team Chat,2024-06-08,7,Trial
FU001732,USR0112,Team Chat,2024-04-08,12,Trial
FU001733,USR0112,Team Chat,2024-05-30,7,Trial
FU001734,USR0113,Task Management,2024-06-23,14,Enterprise
FU001735,USR0113,Task Management,2024-06-19,15,Enterprise
FU001736,USR0113,Task Management,2024-06-22,4,Enterprise
FU001737,USR0113,Task Management,2024-06-24,10,Enterprise
FU001738,USR0113,Team Chat,2024-06-18,14,Enterprise
FU001739,USR0113,Team Chat,2024-06-24,12,Enterprise
FU001740,USR0113,File Sharing,2024-06-28,12,Enterprise
FU001741,USR0113,File Sharing,2024-06-24,4,Enterprise
FU001742,USR0113,File Sharing,2024-06-26,8,Enterprise
FU001743,USR0113,File Sharing,2024-06-20,2,Enterprise
FU001744,USR0113,Time Tracking,2024-06-20,13,Enterprise
FU001745,USR0113,Time Tracking,2024-06-26,7,Enterprise
FU001746,USR0113,Reporting & Analytics,2024-06-22,9,Enterprise
FU001747,USR0113,Reporting & Analytics,2024-06-24,2,Enterprise
FU001748,USR0113,Reporting & Analytics,2024-06-19,4,Enterprise
FU001749,USR0113,Reporting & Analytics,2024-06-27,1,Enterprise
FU001750,USR0113,Reporting & Analytics,2024-06-20,4,Enterprise
FU001751,USR0113,Integrations,2024-06-27,15,Enterprise
FU001752,USR0113,Calendar View,2024-06-26,14,Enterprise
FU001753,USR0113,Calendar View,2024-06-25,2,Enterprise
FU001754,USR0113,Kanban Board,2024-06-30,4,Enterprise
FU001755,USR0114,Task Management,2024-06-06,9,Enterprise
FU001756,USR0114,Task Management,2024-03-07,8,Enterprise
FU001757,USR0114,Task Management,2024-03-13,11,Enterprise
FU001758,USR0114,Task Management,2024-04-28,13,Enterprise
FU001759,USR0114,Task Management,2024-03-05,3,Enterprise
FU001760,USR0114,Team Chat,2024-06-12,7,Enterprise
FU001761,USR0114,Team Chat,2024-01-12,11,Enterprise
FU001762,USR0114,Team Chat,2024-06-27,2,Enterprise
FU001763,USR0114,File Sharing,2024-02-26,15,Enterprise
FU001764,USR0114,File Sharing,2024-01-15,5,Enterprise
FU001765,USR0114,Reporting & Analytics,2024-05-08,2,Enterprise
FU001766,USR0114,Reporting & Analytics,2024-01-25,5,Enterprise
FU001767,USR0114,Reporting & Analytics,2024-05-24,1,Enterprise
FU001768,USR0114,Calendar View,2024-03-10,7,Enterprise
FU001769,USR0114,Calendar View,2024-03-28,1,Enterprise
FU001770,USR0114,Kanban Board,2024-04-01,2,Enterprise
FU001771,USR0114,Kanban Board,2024-04-10,8,Enterprise
FU001772,USR0115,Task Management,2024-03-23,4,Enterprise
FU001773,USR0115,Team Chat,2024-03-30,14,Enterprise
FU001774,USR0115,File Sharing,2024-05-25,6,Enterprise
FU001775,USR0115,File Sharing,2024-04-05,13,Enterprise
FU001776,USR0115,File Sharing,2024-05-05,2,Enterprise
FU001777,USR0115,File Sharing,2024-04-19,10,Enterprise
FU001778,USR0115,File Sharing,2024-06-23,6,Enterprise
FU001779,USR0115,Time Tracking,2024-05-29,10,Enterprise
FU001780,USR0115,Integrations,2024-04-09,13,Enterprise
FU001781,USR0115,Calendar View,2024-04-15,13,Enterprise
FU001782,USR0115,Calendar View,2024-05-08,12,Enterprise
FU001783,USR0115,Calendar View,2024-06-11,5,Enterprise
FU001784,USR0115,Calendar View,2024-04-13,15,Enterprise
FU001785,USR0115,Calendar View,2024-06-30,2,Enterprise
FU001786,USR0115,Kanban Board,2024-06-12,13,Enterprise
FU001787,USR0115,Kanban Board,2024-06-19,14,Enterprise
FU001788,USR0115,Kanban Board,2024-05-13,6,Enterprise
FU001789,USR0115,Kanban Board,2024-06-01,12,Enterprise
FU001790,USR0116,Task Management,2024-05-11,2,Starter
FU001791,USR0116,Task Management,2024-05-22,11,Starter
FU001792,USR0116,Task Management,2024-06-24,14,Starter
FU001793,USR0116,Task Management,2024-05-22,3,Starter
FU001794,USR0116,Team Chat,2024-06-23,2,Starter
FU001795,USR0116,Team Chat,2024-06-19,10,Starter
FU001796,USR0116,Team Chat,2024-05-14,1,Starter
FU001797,USR0116,Team Chat,2024-05-23,9,Starter
FU001798,USR0116,File Sharing,2024-05-22,12,Starter
FU001799,USR0116,File Sharing,2024-06-23,3,Starter
FU001800,USR0116,File Sharing,2024-05-27,5,Starter
FU001801,USR0116,File Sharing,2024-06-15,2,Starter
FU001802,USR0116,Calendar View,2024-05-20,11,Starter
FU001803,USR0116,Calendar View,2024-05-26,7,Starter
FU001804,USR0116,Calendar View,2024-06-26,15,Starter
FU001805,USR0116,Calendar View,2024-05-17,4,Starter
FU001806,USR0117,File Sharing,2024-06-11,8,Trial
FU001807,USR0117,File Sharing,2024-06-19,5,Trial
FU001808,USR0117,File Sharing,2024-06-20,13,Trial
FU001809,USR0117,Calendar View,2024-06-30,9,Trial
FU001810,USR0117,Calendar View,2024-06-04,10,Trial
FU001811,USR0117,Calendar View,2024-06-05,15,Trial
FU001812,USR0117,Calendar View,2024-06-20,12,Trial
FU001813,USR0117,Calendar View,2024-06-24,12,Trial
FU001814,USR0117,Kanban Board,2024-06-14,11,Trial
FU001815,USR0117,Kanban Board,2024-06-30,14,Trial
FU001816,USR0118,Task Management,2024-05-08,13,Starter
FU001817,USR0118,Team Chat,2024-06-25,14,Starter
FU001818,USR0118,Team Chat,2024-05-17,4,Starter
FU001819,USR0118,Team Chat,2024-06-14,2,Starter
FU001820,USR0118,Reporting & Analytics,2024-06-20,13,Starter
FU001821,USR0118,Reporting & Analytics,2024-05-01,5,Starter
FU001822,USR0118,Reporting & Analytics,2024-05-26,4,Starter
FU001823,USR0118,Calendar View,2024-06-01,7,Starter
FU001824,USR0118,Calendar View,2024-06-11,1,Starter
FU001825,USR0118,Calendar View,2024-06-06,12,Starter
FU001826,USR0118,Kanban Board,2024-06-25,9,Starter
FU001827,USR0118,Kanban Board,2024-06-28,9,Starter
FU001828,USR0118,Kanban Board,2024-05-05,6,Starter
FU001829,USR0118,Kanban Board,2024-05-14,4,Starter
FU001830,USR0118,Kanban Board,2024-05-27,7,Starter
FU001831,USR0119,Task Management,2024-02-16,2,Growth
FU001832,USR0119,Task Management,2024-06-24,6,Growth
FU001833,USR0119,Task Management,2024-06-26,6,Growth
FU001834,USR0119,Task Management,2024-06-08,5,Growth
FU001835,USR0119,Team Chat,2024-05-08,5,Growth
FU001836,USR0119,Team Chat,2024-05-22,12,Growth
FU001837,USR0119,Team Chat,2024-06-14,2,Growth
FU001838,USR0119,Team Chat,2024-06-04,12,Growth
FU001839,USR0119,Team Chat,2024-02-07,9,Growth
FU001840,USR0119,File Sharing,2024-05-08,15,Growth
FU001841,USR0119,File Sharing,2024-02-19,11,Growth
FU001842,USR0119,Time Tracking,2024-02-15,3,Growth
FU001843,USR0119,Time Tracking,2024-05-11,14,Growth
FU001844,USR0119,Kanban Board,2024-03-18,5,Growth
FU001845,USR0119,Kanban Board,2024-05-13,13,Growth
FU001846,USR0120,Task Management,2024-06-03,9,Starter
FU001847,USR0120,Task Management,2024-05-03,13,Starter
FU001848,USR0120,Task Management,2024-06-03,8,Starter
FU001849,USR0120,Task Management,2024-05-11,10,Starter
FU001850,USR0120,Task Management,2024-04-29,7,Starter
FU001851,USR0120,Team Chat,2024-06-22,7,Starter
FU001852,USR0120,Calendar View,2024-05-27,1,Starter
FU001853,USR0120,Calendar View,2024-06-05,3,Starter
FU001854,USR0120,Calendar View,2024-06-25,10,Starter
FU001855,USR0120,Kanban Board,2024-06-30,5,Starter
FU001856,USR0120,Kanban Board,2024-05-15,4,Starter
FU001857,USR0120,Kanban Board,2024-06-15,3,Starter
FU001858,USR0120,Kanban Board,2024-05-12,8,Starter
FU001859,USR0120,Kanban Board,2024-06-18,7,Starter
FU001860,USR0121,Task Management,2024-04-19,1,Starter
FU001861,USR0121,Task Management,2024-06-06,14,Starter
FU001862,USR0121,Task Management,2024-05-15,9,Starter
FU001863,USR0121,Task Management,2024-05-23,5,Starter
FU001864,USR0121,Task Management,2024-04-17,15,Starter
FU001865,USR0121,File Sharing,2024-05-07,10,Starter
FU001866,USR0121,File Sharing,2024-04-07,14,Starter
FU001867,USR0121,File Sharing,2024-05-18,1,Starter
FU001868,USR0121,File Sharing,2024-06-08,9,Starter
FU001869,USR0121,Integrations,2024-05-26,4,Starter
FU001870,USR0121,Integrations,2024-05-11,5,Starter
FU001871,USR0121,Integrations,2024-06-07,1,Starter
FU001872,USR0121,Integrations,2024-05-04,7,Starter
FU001873,USR0121,Integrations,2024-04-07,2,Starter
FU001874,USR0121,Calendar View,2024-06-23,5,Starter
FU001875,USR0121,Calendar View,2024-05-01,6,Starter
FU001876,USR0121,Calendar View,2024-04-15,15,Starter
FU001877,USR0121,Calendar View,2024-05-15,9,Starter
FU001878,USR0121,Kanban Board,2024-06-25,12,Starter
FU001879,USR0121,Kanban Board,2024-06-25,2,Starter
FU001880,USR0122,Task Management,2024-06-06,11,Starter
FU001881,USR0122,Task Management,2024-06-11,13,Starter
FU001882,USR0122,Task Management,2024-05-09,2,Starter
FU001883,USR0122,Task Management,2024-04-19,4,Starter
FU001884,USR0122,Task Management,2024-06-30,13,Starter
FU001885,USR0122,Team Chat,2024-05-31,11,Starter
FU001886,USR0122,Team Chat,2024-06-13,1,Starter
FU001887,USR0122,Team Chat,2024-05-04,9,Starter
FU001888,USR0122,Team Chat,2024-06-29,1,Starter
FU001889,USR0122,Team Chat,2024-06-06,11,Starter
FU001890,USR0122,File Sharing,2024-06-15,6,Starter
FU001891,USR0122,File Sharing,2024-05-21,13,Starter
FU001892,USR0122,File Sharing,2024-04-22,11,Starter
FU001893,USR0122,File Sharing,2024-05-19,2,Starter
FU001894,USR0122,Calendar View,2024-06-05,8,Starter
FU001895,USR0122,Calendar View,2024-05-14,8,Starter
FU001896,USR0122,Calendar View,2024-06-06,3,Starter
FU001897,USR0122,Calendar View,2024-06-04,1,Starter
FU001898,USR0122,Kanban Board,2024-06-14,15,Starter
FU001899,USR0122,Kanban Board,2024-06-27,2,Starter
FU001900,USR0122,Kanban Board,2024-06-13,4,Starter
FU001901,USR0123,Task Management,2024-06-17,2,Growth
FU001902,USR0123,Task Management,2024-04-14,5,Growth
FU001903,USR0123,Task Management,2024-04-14,8,Growth
FU001904,USR0123,Task Management,2024-03-10,8,Growth
FU001905,USR0123,Task Management,2024-04-12,11,Growth
FU001906,USR0123,File Sharing,2024-02-29,4,Growth
FU001907,USR0123,Reporting & Analytics,2024-04-17,9,Growth
FU001908,USR0123,Integrations,2024-03-31,13,Growth
FU001909,USR0123,Calendar View,2024-03-29,13,Growth
FU001910,USR0123,Calendar View,2024-05-31,3,Growth
FU001911,USR0123,Calendar View,2024-04-15,14,Growth
FU001912,USR0123,Calendar View,2024-02-11,6,Growth
FU001913,USR0123,Kanban Board,2024-05-29,7,Growth
FU001914,USR0123,Kanban Board,2024-02-19,2,Growth
FU001915,USR0124,Task Management,2024-05-05,8,Growth
FU001916,USR0124,Task Management,2024-03-21,12,Growth
FU001917,USR0124,Task Management,2024-04-08,13,Growth
FU001918,USR0124,Task Management,2024-04-27,5,Growth
FU001919,USR0124,Task Management,2024-05-11,12,Growth
FU001920,USR0124,Team Chat,2024-05-17,14,Growth
FU001921,USR0124,Team Chat,2024-05-27,13,Growth
FU001922,USR0124,Team Chat,2024-04-09,8,Growth
FU001923,USR0124,File Sharing,2024-05-17,10,Growth
FU001924,USR0124,File Sharing,2024-02-26,12,Growth
FU001925,USR0124,File Sharing,2024-06-14,14,Growth
FU001926,USR0124,File Sharing,2024-06-22,4,Growth
FU001927,USR0124,Calendar View,2024-04-03,2,Growth
FU001928,USR0124,Calendar View,2024-05-14,10,Growth
FU001929,USR0124,Calendar View,2024-02-12,13,Growth
FU001930,USR0124,Kanban Board,2024-06-26,1,Growth
FU001931,USR0125,Task Management,2024-05-15,2,Enterprise
FU001932,USR0125,Task Management,2024-06-16,11,Enterprise
FU001933,USR0125,Team Chat,2024-05-31,1,Enterprise
FU001934,USR0125,File Sharing,2024-02-22,3,Enterprise
FU001935,USR0125,Time Tracking,2024-04-28,5,Enterprise
FU001936,USR0125,Time Tracking,2024-06-02,4,Enterprise
FU001937,USR0125,Time Tracking,2024-02-19,8,Enterprise
FU001938,USR0125,Time Tracking,2024-06-17,3,Enterprise
FU001939,USR0125,Time Tracking,2024-05-27,10,Enterprise
FU001940,USR0125,Reporting & Analytics,2024-06-18,7,Enterprise
FU001941,USR0125,Reporting & Analytics,2024-04-21,3,Enterprise
FU001942,USR0125,Calendar View,2024-06-21,12,Enterprise
FU001943,USR0125,Kanban Board,2024-05-09,11,Enterprise
FU001944,USR0125,Kanban Board,2024-02-08,2,Enterprise
FU001945,USR0125,Kanban Board,2024-02-08,14,Enterprise
FU001946,USR0125,Kanban Board,2024-05-22,12,Enterprise
FU001947,USR0126,Task Management,2024-06-28,15,Starter
FU001948,USR0126,Task Management,2024-06-26,8,Starter
FU001949,USR0126,Task Management,2024-06-25,8,Starter
FU001950,USR0126,Team Chat,2024-06-30,15,Starter
FU001951,USR0126,File Sharing,2024-06-28,9,Starter
FU001952,USR0126,File Sharing,2024-06-29,10,Starter
FU001953,USR0126,File Sharing,2024-06-26,4,Starter
FU001954,USR0126,File Sharing,2024-06-27,5,Starter
FU001955,USR0126,Time Tracking,2024-06-28,4,Starter
FU001956,USR0126,Time Tracking,2024-06-25,11,Starter
FU001957,USR0126,Time Tracking,2024-06-29,4,Starter
FU001958,USR0126,Time Tracking,2024-06-28,10,Starter
FU001959,USR0126,Kanban Board,2024-06-29,1,Starter
FU001960,USR0126,Kanban Board,2024-06-27,11,Starter
FU001961,USR0126,Kanban Board,2024-06-28,10,Starter
FU001962,USR0126,Kanban Board,2024-06-26,2,Starter
FU001963,USR0127,Task Management,2024-02-12,9,Enterprise
FU001964,USR0127,Team Chat,2024-05-13,3,Enterprise
FU001965,USR0127,Team Chat,2024-02-18,11,Enterprise
FU001966,USR0127,File Sharing,2024-06-20,7,Enterprise
FU001967,USR0127,File Sharing,2024-02-05,1,Enterprise
FU001968,USR0127,File Sharing,2024-03-21,5,Enterprise
FU001969,USR0127,File Sharing,2024-02-17,10,Enterprise
FU001970,USR0127,File Sharing,2024-05-05,2,Enterprise
FU001971,USR0127,Time Tracking,2024-03-06,4,Enterprise
FU001972,USR0127,Time Tracking,2024-01-31,13,Enterprise
FU001973,USR0127,Reporting & Analytics,2024-05-09,6,Enterprise
FU001974,USR0127,Reporting & Analytics,2024-03-03,10,Enterprise
FU001975,USR0127,Reporting & Analytics,2024-06-18,15,Enterprise
FU001976,USR0127,Reporting & Analytics,2024-02-15,14,Enterprise
FU001977,USR0127,Reporting & Analytics,2024-05-15,15,Enterprise
FU001978,USR0127,Integrations,2024-04-10,14,Enterprise
FU001979,USR0127,Integrations,2024-06-12,6,Enterprise
FU001980,USR0127,Integrations,2024-04-04,7,Enterprise
FU001981,USR0127,Integrations,2024-05-17,3,Enterprise
FU001982,USR0127,Calendar View,2024-02-12,8,Enterprise
FU001983,USR0127,Calendar View,2024-05-10,10,Enterprise
FU001984,USR0127,Kanban Board,2024-06-24,15,Enterprise
FU001985,USR0128,Task Management,2024-05-24,4,Starter
FU001986,USR0128,Task Management,2024-05-05,7,Starter
FU001987,USR0128,Task Management,2024-06-23,1,Starter
FU001988,USR0128,Team Chat,2024-06-15,13,Starter
FU001989,USR0128,File Sharing,2024-05-28,4,Starter
FU001990,USR0128,Calendar View,2024-06-04,10,Starter
FU001991,USR0128,Calendar View,2024-06-18,12,Starter
FU001992,USR0128,Kanban Board,2024-05-11,12,Starter
FU001993,USR0128,Kanban Board,2024-05-21,6,Starter
FU001994,USR0128,Kanban Board,2024-06-09,9,Starter
FU001995,USR0128,Kanban Board,2024-06-09,14,Starter
FU001996,USR0129,Task Management,2024-06-09,9,Starter
FU001997,USR0129,Task Management,2024-05-29,6,Starter
FU001998,USR0129,Task Management,2024-03-06,14,Starter
FU001999,USR0129,Task Management,2024-05-15,10,Starter
FU002000,USR0129,Team Chat,2024-05-03,6,Starter
FU002001,USR0129,Team Chat,2024-03-21,15,Starter
FU002002,USR0129,Team Chat,2024-03-01,3,Starter
FU002003,USR0129,Calendar View,2024-02-20,7,Starter
FU002004,USR0130,Task Management,2024-06-12,1,Starter
FU002005,USR0130,Task Management,2024-03-31,7,Starter
FU002006,USR0130,Team Chat,2024-06-21,8,Starter
FU002007,USR0130,Team Chat,2024-05-04,5,Starter
FU002008,USR0130,Team Chat,2024-06-17,12,Starter
FU002009,USR0130,Team Chat,2024-05-20,15,Starter
FU002010,USR0130,Calendar View,2024-06-23,11,Starter
FU002011,USR0130,Calendar View,2024-03-23,10,Starter
FU002012,USR0130,Calendar View,2024-03-27,3,Starter
FU002013,USR0130,Calendar View,2024-06-20,2,Starter
FU002014,USR0131,Task Management,2024-06-03,7,Enterprise
FU002015,USR0131,Task Management,2024-06-27,8,Enterprise
FU002016,USR0131,Task Management,2024-04-26,11,Enterprise
FU002017,USR0131,Task Management,2024-06-29,7,Enterprise
FU002018,USR0131,Team Chat,2024-05-06,5,Enterprise
FU002019,USR0131,Team Chat,2024-04-09,7,Enterprise
FU002020,USR0131,Team Chat,2024-04-24,7,Enterprise
FU002021,USR0131,Team Chat,2024-04-08,6,Enterprise
FU002022,USR0131,Time Tracking,2024-06-03,12,Enterprise
FU002023,USR0131,Time Tracking,2024-05-17,14,Enterprise
FU002024,USR0131,Reporting & Analytics,2024-06-14,2,Enterprise
FU002025,USR0131,Reporting & Analytics,2024-04-09,5,Enterprise
FU002026,USR0131,Integrations,2024-06-21,12,Enterprise
FU002027,USR0131,Integrations,2024-04-28,4,Enterprise
FU002028,USR0131,Integrations,2024-05-10,14,Enterprise
FU002029,USR0131,Calendar View,2024-05-31,4,Enterprise
FU002030,USR0131,Calendar View,2024-06-17,7,Enterprise
FU002031,USR0131,Calendar View,2024-04-25,8,Enterprise
FU002032,USR0131,Kanban Board,2024-06-26,1,Enterprise
FU002033,USR0132,Task Management,2024-06-11,13,Starter
FU002034,USR0132,Task Management,2024-06-25,9,Starter
FU002035,USR0132,Task Management,2024-06-07,10,Starter
FU002036,USR0132,Task Management,2024-06-08,2,Starter
FU002037,USR0132,Task Management,2024-05-10,14,Starter
FU002038,USR0132,Team Chat,2024-05-05,12,Starter
FU002039,USR0132,Team Chat,2024-05-17,14,Starter
FU002040,USR0132,Team Chat,2024-05-19,2,Starter
FU002041,USR0132,Team Chat,2024-06-15,9,Starter
FU002042,USR0132,Team Chat,2024-05-13,4,Starter
FU002043,USR0132,File Sharing,2024-06-06,14,Starter
FU002044,USR0132,Kanban Board,2024-06-20,7,Starter
FU002045,USR0132,Kanban Board,2024-06-04,12,Starter
FU002046,USR0132,Kanban Board,2024-05-30,11,Starter
FU002047,USR0132,Kanban Board,2024-06-04,8,Starter
FU002048,USR0132,Kanban Board,2024-06-30,8,Starter
FU002049,USR0133,Task Management,2024-05-10,10,Starter
FU002050,USR0133,Team Chat,2024-05-01,4,Starter
FU002051,USR0133,Team Chat,2024-03-29,10,Starter
FU002052,USR0133,File Sharing,2024-05-13,13,Starter
FU002053,USR0133,File Sharing,2024-06-24,4,Starter
FU002054,USR0133,Integrations,2024-05-04,14,Starter
FU002055,USR0133,Integrations,2024-05-28,10,Starter
FU002056,USR0133,Integrations,2024-03-29,7,Starter
FU002057,USR0133,Integrations,2024-04-08,2,Starter
FU002058,USR0133,Integrations,2024-04-28,4,Starter
FU002059,USR0133,Kanban Board,2024-05-03,6,Starter
FU002060,USR0134,Task Management,2024-05-09,8,Enterprise
FU002061,USR0134,Team Chat,2024-06-15,4,Enterprise
FU002062,USR0134,File Sharing,2024-06-05,1,Enterprise
FU002063,USR0134,File Sharing,2024-06-13,12,Enterprise
FU002064,USR0134,File Sharing,2024-05-20,14,Enterprise
FU002065,USR0134,File Sharing,2024-05-29,13,Enterprise
FU002066,USR0134,Reporting & Analytics,2024-05-15,10,Enterprise
FU002067,USR0134,Reporting & Analytics,2024-05-04,15,Enterprise
FU002068,USR0134,Reporting & Analytics,2024-04-22,8,Enterprise
FU002069,USR0134,Reporting & Analytics,2024-05-09,5,Enterprise
FU002070,USR0134,Integrations,2024-06-16,10,Enterprise
FU002071,USR0134,Integrations,2024-05-18,13,Enterprise
FU002072,USR0134,Integrations,2024-04-24,7,Enterprise
FU002073,USR0134,Integrations,2024-06-22,4,Enterprise
FU002074,USR0134,Integrations,2024-06-30,9,Enterprise
FU002075,USR0134,Calendar View,2024-05-10,10,Enterprise
FU002076,USR0134,Calendar View,2024-05-04,5,Enterprise
FU002077,USR0134,Calendar View,2024-06-24,5,Enterprise
FU002078,USR0134,Calendar View,2024-06-23,5,Enterprise
FU002079,USR0134,Kanban Board,2024-04-30,2,Enterprise
FU002080,USR0134,Kanban Board,2024-05-25,11,Enterprise
FU002081,USR0134,Kanban Board,2024-06-05,14,Enterprise
